NAME,DATE,PRCP,SNOW,TMAX,TMIN
"SAN FRANCISCO DOWNTOWN, CA US",11/18/09,0,,59,48
"SAN FRANCISCO DOWNTOWN, CA US",11/19/09,0,,61,46
"SAN FRANCISCO DOWNTOWN, CA US",11/20/09,0.29,,57,48
"SAN FRANCISCO DOWNTOWN, CA US",11/21/09,0,,57,46
"SAN FRANCISCO DOWNTOWN, CA US",11/22/09,0,,61,47
"SAN FRANCISCO DOWNTOWN, CA US",11/23/09,0,,64,47
"SAN FRANCISCO DOWNTOWN, CA US",11/24/09,0,,67,50
"SAN FRANCISCO DOWNTOWN, CA US",11/25/09,0,,69,51
"SAN FRANCISCO DOWNTOWN, CA US",11/26/09,0,,65,50
"SAN FRANCISCO DOWNTOWN, CA US",11/27/09,0.01,,57,50
"SAN FRANCISCO DOWNTOWN, CA US",11/28/09,0,,67,49
"SAN FRANCISCO DOWNTOWN, CA US",11/29/09,0,,70,53
"SAN FRANCISCO DOWNTOWN, CA US",11/30/09,0,,62,49
"SAN FRANCISCO DOWNTOWN, CA US",12/1/09,0,,63,45
"SAN FRANCISCO DOWNTOWN, CA US",12/2/09,0,,54,40
"SAN FRANCISCO DOWNTOWN, CA US",12/3/09,0,,56,45
"SAN FRANCISCO DOWNTOWN, CA US",12/4/09,0,,57,42
"SAN FRANCISCO DOWNTOWN, CA US",12/5/09,0,,54,47
"SAN FRANCISCO DOWNTOWN, CA US",12/6/09,0.3,,51,40
"SAN FRANCISCO DOWNTOWN, CA US",12/7/09,0.25,,47,39
"SAN FRANCISCO DOWNTOWN, CA US",12/8/09,0,,47,38
"SAN FRANCISCO DOWNTOWN, CA US",12/9/09,0,,46,38
"SAN FRANCISCO DOWNTOWN, CA US",12/10/09,0.1,,48,42
"SAN FRANCISCO DOWNTOWN, CA US",12/11/09,0.5,,51,42
"SAN FRANCISCO DOWNTOWN, CA US",12/12/09,0.59,,58,48
"SAN FRANCISCO DOWNTOWN, CA US",12/13/09,0.08,,55,51
"SAN FRANCISCO DOWNTOWN, CA US",12/14/09,0,,57,50
"SAN FRANCISCO DOWNTOWN, CA US",12/15/09,0,,58,49
"SAN FRANCISCO DOWNTOWN, CA US",12/16/09,0.23,,57,49
"SAN FRANCISCO DOWNTOWN, CA US",12/17/09,0,,60,50
"SAN FRANCISCO DOWNTOWN, CA US",12/18/09,0,,60,50
"SAN FRANCISCO DOWNTOWN, CA US",12/19/09,0,,56,47
"SAN FRANCISCO DOWNTOWN, CA US",12/20/09,0.02,,61,48
"SAN FRANCISCO DOWNTOWN, CA US",12/21/09,0.16,,58,49
"SAN FRANCISCO DOWNTOWN, CA US",12/22/09,0,,55,45
"SAN FRANCISCO DOWNTOWN, CA US",12/23/09,0,,57,43
"SAN FRANCISCO DOWNTOWN, CA US",12/24/09,0,,58,44
"SAN FRANCISCO DOWNTOWN, CA US",12/25/09,0,,59,44
"SAN FRANCISCO DOWNTOWN, CA US",12/26/09,0.41,,54,46
"SAN FRANCISCO DOWNTOWN, CA US",12/27/09,0.01,,54,48
"SAN FRANCISCO DOWNTOWN, CA US",12/28/09,0,,53,47
"SAN FRANCISCO DOWNTOWN, CA US",12/29/09,0.11,,53,43
"SAN FRANCISCO DOWNTOWN, CA US",12/30/09,0.01,,57,46
"SAN FRANCISCO DOWNTOWN, CA US",12/31/09,0,,59,49
"SAN FRANCISCO DOWNTOWN, CA US",1/1/10,0.05,,58,52
"SAN FRANCISCO DOWNTOWN, CA US",1/2/10,0.01,,56,51
"SAN FRANCISCO DOWNTOWN, CA US",1/3/10,0,,57,47
"SAN FRANCISCO DOWNTOWN, CA US",1/4/10,0,,55,46
"SAN FRANCISCO DOWNTOWN, CA US",1/5/10,0,,54,47
"SAN FRANCISCO DOWNTOWN, CA US",1/6/10,0,,55,45
"SAN FRANCISCO DOWNTOWN, CA US",1/7/10,0,,53,45
"SAN FRANCISCO DOWNTOWN, CA US",1/8/10,0,,53,46
"SAN FRANCISCO DOWNTOWN, CA US",1/9/10,0,,53,46
"SAN FRANCISCO DOWNTOWN, CA US",1/10/10,0,,51,45
"SAN FRANCISCO DOWNTOWN, CA US",1/11/10,0,,56,45
"SAN FRANCISCO DOWNTOWN, CA US",1/12/10,0.45,,60,53
"SAN FRANCISCO DOWNTOWN, CA US",1/13/10,0.01,,60,51
"SAN FRANCISCO DOWNTOWN, CA US",1/14/10,0,,61,48
"SAN FRANCISCO DOWNTOWN, CA US",1/15/10,0,,54,49
"SAN FRANCISCO DOWNTOWN, CA US",1/16/10,0.14,,58,47
"SAN FRANCISCO DOWNTOWN, CA US",1/17/10,0.15,,55,51
"SAN FRANCISCO DOWNTOWN, CA US",1/18/10,0.99,,56,49
"SAN FRANCISCO DOWNTOWN, CA US",1/19/10,1.24,,58,49
"SAN FRANCISCO DOWNTOWN, CA US",1/20/10,1.03,,56,48
"SAN FRANCISCO DOWNTOWN, CA US",1/21/10,0.78,,51,43
"SAN FRANCISCO DOWNTOWN, CA US",1/22/10,0.25,,49,44
"SAN FRANCISCO DOWNTOWN, CA US",1/23/10,0.32,,54,45
"SAN FRANCISCO DOWNTOWN, CA US",1/24/10,0.02,,53,46
"SAN FRANCISCO DOWNTOWN, CA US",1/25/10,0.71,,56,48
"SAN FRANCISCO DOWNTOWN, CA US",1/26/10,0.15,,55,50
"SAN FRANCISCO DOWNTOWN, CA US",1/27/10,0,,59,47
"SAN FRANCISCO DOWNTOWN, CA US",1/28/10,0,,57,49
"SAN FRANCISCO DOWNTOWN, CA US",1/29/10,0.36,,59,50
"SAN FRANCISCO DOWNTOWN, CA US",1/30/10,0,,59,48
"SAN FRANCISCO DOWNTOWN, CA US",1/31/10,0,,57,48
"SAN FRANCISCO DOWNTOWN, CA US",2/1/10,0,,58,50
"SAN FRANCISCO DOWNTOWN, CA US",2/2/10,0,,58,49
"SAN FRANCISCO DOWNTOWN, CA US",2/3/10,0,,60,49
"SAN FRANCISCO DOWNTOWN, CA US",2/4/10,0.39,,58,51
"SAN FRANCISCO DOWNTOWN, CA US",2/5/10,0,,62,51
"SAN FRANCISCO DOWNTOWN, CA US",2/6/10,0.49,,56,50
"SAN FRANCISCO DOWNTOWN, CA US",2/7/10,0,,57,48
"SAN FRANCISCO DOWNTOWN, CA US",2/8/10,0.04,,55,46
"SAN FRANCISCO DOWNTOWN, CA US",2/9/10,0.22,,57,47
"SAN FRANCISCO DOWNTOWN, CA US",2/10/10,0,,57,47
"SAN FRANCISCO DOWNTOWN, CA US",2/11/10,0.01,,60,48
"SAN FRANCISCO DOWNTOWN, CA US",2/12/10,0.1,,62,50
"SAN FRANCISCO DOWNTOWN, CA US",2/13/10,0,,64,52
"SAN FRANCISCO DOWNTOWN, CA US",2/14/10,0,,63,49
"SAN FRANCISCO DOWNTOWN, CA US",2/15/10,0,,67,51
"SAN FRANCISCO DOWNTOWN, CA US",2/16/10,0,,67,51
"SAN FRANCISCO DOWNTOWN, CA US",2/17/10,0,,68,49
"SAN FRANCISCO DOWNTOWN, CA US",2/18/10,0,,57,50
"SAN FRANCISCO DOWNTOWN, CA US",2/19/10,0,,56,50
"SAN FRANCISCO DOWNTOWN, CA US",2/20/10,0,,56,50
"SAN FRANCISCO DOWNTOWN, CA US",2/21/10,0.57,,53,49
"SAN FRANCISCO DOWNTOWN, CA US",2/22/10,0,,59,48
"SAN FRANCISCO DOWNTOWN, CA US",2/23/10,0.99,,54,49
"SAN FRANCISCO DOWNTOWN, CA US",2/24/10,0.11,,59,51
"SAN FRANCISCO DOWNTOWN, CA US",2/25/10,0,,63,50
"SAN FRANCISCO DOWNTOWN, CA US",2/26/10,0.29,,60,53
"SAN FRANCISCO DOWNTOWN, CA US",2/27/10,0.21,,58,49
"SAN FRANCISCO DOWNTOWN, CA US",2/28/10,0,,62,48
"SAN FRANCISCO DOWNTOWN, CA US",3/1/10,0,,59,51
"SAN FRANCISCO DOWNTOWN, CA US",3/2/10,0.46,,58,51
"SAN FRANCISCO DOWNTOWN, CA US",3/3/10,0.77,,58,46
"SAN FRANCISCO DOWNTOWN, CA US",3/4/10,0,,56,43
"SAN FRANCISCO DOWNTOWN, CA US",3/5/10,0,,57,47
"SAN FRANCISCO DOWNTOWN, CA US",3/6/10,0,,63,52
"SAN FRANCISCO DOWNTOWN, CA US",3/7/10,0,,60,51
"SAN FRANCISCO DOWNTOWN, CA US",3/8/10,0.14,,54,44
"SAN FRANCISCO DOWNTOWN, CA US",3/9/10,0.04,,54,43
"SAN FRANCISCO DOWNTOWN, CA US",3/10/10,0.03,,55,45
"SAN FRANCISCO DOWNTOWN, CA US",3/11/10,0,,57,45
"SAN FRANCISCO DOWNTOWN, CA US",3/12/10,0.5,,56,47
"SAN FRANCISCO DOWNTOWN, CA US",3/13/10,0,,57,43
"SAN FRANCISCO DOWNTOWN, CA US",3/14/10,0,,63,46
"SAN FRANCISCO DOWNTOWN, CA US",3/15/10,0,,68,46
"SAN FRANCISCO DOWNTOWN, CA US",3/16/10,0,,71,53
"SAN FRANCISCO DOWNTOWN, CA US",3/17/10,0,,71,53
"SAN FRANCISCO DOWNTOWN, CA US",3/18/10,0,,72,50
"SAN FRANCISCO DOWNTOWN, CA US",3/19/10,0,,80,56
"SAN FRANCISCO DOWNTOWN, CA US",3/20/10,0,,62,51
"SAN FRANCISCO DOWNTOWN, CA US",3/21/10,0,,62,50
"SAN FRANCISCO DOWNTOWN, CA US",3/22/10,0,,63,50
"SAN FRANCISCO DOWNTOWN, CA US",3/23/10,0,,71,50
"SAN FRANCISCO DOWNTOWN, CA US",3/24/10,0.05,,59,49
"SAN FRANCISCO DOWNTOWN, CA US",3/25/10,0.06,,59,50
"SAN FRANCISCO DOWNTOWN, CA US",3/26/10,0,,60,47
"SAN FRANCISCO DOWNTOWN, CA US",3/27/10,0,,71,49
"SAN FRANCISCO DOWNTOWN, CA US",3/28/10,0,,64,51
"SAN FRANCISCO DOWNTOWN, CA US",3/29/10,0.06,,62,54
"SAN FRANCISCO DOWNTOWN, CA US",3/30/10,0.16,,58,49
"SAN FRANCISCO DOWNTOWN, CA US",3/31/10,0.52,,55,44
"SAN FRANCISCO DOWNTOWN, CA US",4/1/10,0,0,55,46
"SAN FRANCISCO DOWNTOWN, CA US",4/2/10,0.14,0,56,48
"SAN FRANCISCO DOWNTOWN, CA US",4/3/10,0,0,55,45
"SAN FRANCISCO DOWNTOWN, CA US",4/4/10,0.74,0,53,48
"SAN FRANCISCO DOWNTOWN, CA US",4/5/10,0.2,0,57,44
"SAN FRANCISCO DOWNTOWN, CA US",4/6/10,0,0,60,46
"SAN FRANCISCO DOWNTOWN, CA US",4/7/10,0,0,68,49
"SAN FRANCISCO DOWNTOWN, CA US",4/8/10,0,0,60,49
"SAN FRANCISCO DOWNTOWN, CA US",4/9/10,0,0,66,48
"SAN FRANCISCO DOWNTOWN, CA US",4/10/10,0,0,58,52
"SAN FRANCISCO DOWNTOWN, CA US",4/11/10,1.17,0,55,52
"SAN FRANCISCO DOWNTOWN, CA US",4/12/10,0.34,0,57,47
"SAN FRANCISCO DOWNTOWN, CA US",4/13/10,0,0,59,50
"SAN FRANCISCO DOWNTOWN, CA US",4/14/10,0,0,59,49
"SAN FRANCISCO DOWNTOWN, CA US",4/15/10,0,0,67,48
"SAN FRANCISCO DOWNTOWN, CA US",4/16/10,0,0,65,51
"SAN FRANCISCO DOWNTOWN, CA US",4/17/10,0,0,65,53
"SAN FRANCISCO DOWNTOWN, CA US",4/18/10,0,0,75,51
"SAN FRANCISCO DOWNTOWN, CA US",4/19/10,0,0,62,51
"SAN FRANCISCO DOWNTOWN, CA US",4/20/10,0.69,0,59,48
"SAN FRANCISCO DOWNTOWN, CA US",4/21/10,0.01,0,56,48
"SAN FRANCISCO DOWNTOWN, CA US",4/22/10,0,0,64,49
"SAN FRANCISCO DOWNTOWN, CA US",4/23/10,0,0,64,50
"SAN FRANCISCO DOWNTOWN, CA US",4/24/10,0,0,66,49
"SAN FRANCISCO DOWNTOWN, CA US",4/25/10,0,0,75,51
"SAN FRANCISCO DOWNTOWN, CA US",4/26/10,0,0,58,50
"SAN FRANCISCO DOWNTOWN, CA US",4/27/10,0.12,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",4/28/10,0.18,0,57,48
"SAN FRANCISCO DOWNTOWN, CA US",4/29/10,0,0,58,46
"SAN FRANCISCO DOWNTOWN, CA US",4/30/10,0,0,63,47
"SAN FRANCISCO DOWNTOWN, CA US",5/1/10,0,,64,49
"SAN FRANCISCO DOWNTOWN, CA US",5/2/10,0,,67,50
"SAN FRANCISCO DOWNTOWN, CA US",5/3/10,0,,71,51
"SAN FRANCISCO DOWNTOWN, CA US",5/4/10,0,,66,49
"SAN FRANCISCO DOWNTOWN, CA US",5/5/10,0,,62,49
"SAN FRANCISCO DOWNTOWN, CA US",5/6/10,0,,66,49
"SAN FRANCISCO DOWNTOWN, CA US",5/7/10,0,,59,50
"SAN FRANCISCO DOWNTOWN, CA US",5/8/10,0,,59,50
"SAN FRANCISCO DOWNTOWN, CA US",5/9/10,0,,59,51
"SAN FRANCISCO DOWNTOWN, CA US",5/10/10,0.21,,58,48
"SAN FRANCISCO DOWNTOWN, CA US",5/11/10,0,,61,46
"SAN FRANCISCO DOWNTOWN, CA US",5/12/10,0,,65,50
"SAN FRANCISCO DOWNTOWN, CA US",5/13/10,0,,64,49
"SAN FRANCISCO DOWNTOWN, CA US",5/14/10,0,,57,49
"SAN FRANCISCO DOWNTOWN, CA US",5/15/10,0,,59,49
"SAN FRANCISCO DOWNTOWN, CA US",5/16/10,0,,56,48
"SAN FRANCISCO DOWNTOWN, CA US",5/17/10,0.22,,58,51
"SAN FRANCISCO DOWNTOWN, CA US",5/18/10,0.01,,64,53
"SAN FRANCISCO DOWNTOWN, CA US",5/19/10,0,,64,52
"SAN FRANCISCO DOWNTOWN, CA US",5/20/10,0,,63,49
"SAN FRANCISCO DOWNTOWN, CA US",5/21/10,0,,58,49
"SAN FRANCISCO DOWNTOWN, CA US",5/22/10,0,,56,47
"SAN FRANCISCO DOWNTOWN, CA US",5/23/10,0,,61,47
"SAN FRANCISCO DOWNTOWN, CA US",5/24/10,0,,62,50
"SAN FRANCISCO DOWNTOWN, CA US",5/25/10,0.23,,59,54
"SAN FRANCISCO DOWNTOWN, CA US",5/26/10,0,,65,52
"SAN FRANCISCO DOWNTOWN, CA US",5/27/10,0.28,,61,52
"SAN FRANCISCO DOWNTOWN, CA US",5/28/10,0,,62,50
"SAN FRANCISCO DOWNTOWN, CA US",5/29/10,0,,71,50
"SAN FRANCISCO DOWNTOWN, CA US",5/30/10,0,,71,53
"SAN FRANCISCO DOWNTOWN, CA US",5/31/10,0,,62,53
"SAN FRANCISCO DOWNTOWN, CA US",6/1/10,0,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",6/2/10,0.01,0,64,52
"SAN FRANCISCO DOWNTOWN, CA US",6/3/10,0,0,74,56
"SAN FRANCISCO DOWNTOWN, CA US",6/4/10,0.01,0,68,60
"SAN FRANCISCO DOWNTOWN, CA US",6/5/10,0,0,71,57
"SAN FRANCISCO DOWNTOWN, CA US",6/6/10,0,0,68,56
"SAN FRANCISCO DOWNTOWN, CA US",6/7/10,0,0,64,54
"SAN FRANCISCO DOWNTOWN, CA US",6/8/10,0,0,60,52
"SAN FRANCISCO DOWNTOWN, CA US",6/9/10,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",6/10/10,0,0,65,53
"SAN FRANCISCO DOWNTOWN, CA US",6/11/10,0,0,70,52
"SAN FRANCISCO DOWNTOWN, CA US",6/12/10,0,0,87,57
"SAN FRANCISCO DOWNTOWN, CA US",6/13/10,0,0,72,54
"SAN FRANCISCO DOWNTOWN, CA US",6/14/10,0,0,60,51
"SAN FRANCISCO DOWNTOWN, CA US",6/15/10,0,0,60,50
"SAN FRANCISCO DOWNTOWN, CA US",6/16/10,0,0,67,50
"SAN FRANCISCO DOWNTOWN, CA US",6/17/10,0,0,68,51
"SAN FRANCISCO DOWNTOWN, CA US",6/18/10,0,0,60,50
"SAN FRANCISCO DOWNTOWN, CA US",6/19/10,0,0,59,51
"SAN FRANCISCO DOWNTOWN, CA US",6/20/10,0,0,65,50
"SAN FRANCISCO DOWNTOWN, CA US",6/21/10,0,0,67,52
"SAN FRANCISCO DOWNTOWN, CA US",6/22/10,0,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",6/23/10,0,0,60,51
"SAN FRANCISCO DOWNTOWN, CA US",6/24/10,0.01,0,57,51
"SAN FRANCISCO DOWNTOWN, CA US",6/25/10,0.04,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",6/26/10,0,0,65,51
"SAN FRANCISCO DOWNTOWN, CA US",6/27/10,0,0,77,52
"SAN FRANCISCO DOWNTOWN, CA US",6/28/10,0,0,70,56
"SAN FRANCISCO DOWNTOWN, CA US",6/29/10,0,0,64,54
"SAN FRANCISCO DOWNTOWN, CA US",6/30/10,0,0,64,52
"SAN FRANCISCO DOWNTOWN, CA US",7/1/10,0,0,66,50
"SAN FRANCISCO DOWNTOWN, CA US",7/2/10,0,0,67,52
"SAN FRANCISCO DOWNTOWN, CA US",7/3/10,0,0,72,54
"SAN FRANCISCO DOWNTOWN, CA US",7/4/10,0,0,64,53
"SAN FRANCISCO DOWNTOWN, CA US",7/5/10,0,0,62,53
"SAN FRANCISCO DOWNTOWN, CA US",7/6/10,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",7/7/10,0,0,62,54
"SAN FRANCISCO DOWNTOWN, CA US",7/8/10,0,0,59,53
"SAN FRANCISCO DOWNTOWN, CA US",7/9/10,0,0,60,53
"SAN FRANCISCO DOWNTOWN, CA US",7/10/10,0,0,63,53
"SAN FRANCISCO DOWNTOWN, CA US",7/11/10,0,0,64,55
"SAN FRANCISCO DOWNTOWN, CA US",7/12/10,0,0,65,56
"SAN FRANCISCO DOWNTOWN, CA US",7/13/10,0,0,65,57
"SAN FRANCISCO DOWNTOWN, CA US",7/14/10,0,0,68,56
"SAN FRANCISCO DOWNTOWN, CA US",7/15/10,0,0,67,56
"SAN FRANCISCO DOWNTOWN, CA US",7/16/10,0,0,63,55
"SAN FRANCISCO DOWNTOWN, CA US",7/17/10,0,0,66,55
"SAN FRANCISCO DOWNTOWN, CA US",7/18/10,0,0,64,54
"SAN FRANCISCO DOWNTOWN, CA US",7/19/10,0,0,60,54
"SAN FRANCISCO DOWNTOWN, CA US",7/20/10,0,0,60,52
"SAN FRANCISCO DOWNTOWN, CA US",7/21/10,0,0,56,52
"SAN FRANCISCO DOWNTOWN, CA US",7/22/10,0,0,63,52
"SAN FRANCISCO DOWNTOWN, CA US",7/23/10,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",7/24/10,0,0,60,53
"SAN FRANCISCO DOWNTOWN, CA US",7/25/10,0,0,60,52
"SAN FRANCISCO DOWNTOWN, CA US",7/26/10,0,0,62,55
"SAN FRANCISCO DOWNTOWN, CA US",7/27/10,0,0,64,56
"SAN FRANCISCO DOWNTOWN, CA US",7/28/10,0,0,65,54
"SAN FRANCISCO DOWNTOWN, CA US",7/29/10,0,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",7/30/10,0,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",7/31/10,0,0,61,53
"SAN FRANCISCO DOWNTOWN, CA US",8/1/10,0,,64,52
"SAN FRANCISCO DOWNTOWN, CA US",8/2/10,0,,61,52
"SAN FRANCISCO DOWNTOWN, CA US",8/3/10,0,,63,52
"SAN FRANCISCO DOWNTOWN, CA US",8/4/10,0,,59,52
"SAN FRANCISCO DOWNTOWN, CA US",8/5/10,0,,61,51
"SAN FRANCISCO DOWNTOWN, CA US",8/6/10,0,,62,51
"SAN FRANCISCO DOWNTOWN, CA US",8/7/10,0,,65,52
"SAN FRANCISCO DOWNTOWN, CA US",8/8/10,0,,61,53
"SAN FRANCISCO DOWNTOWN, CA US",8/9/10,0,,61,53
"SAN FRANCISCO DOWNTOWN, CA US",8/10/10,0,,61,52
"SAN FRANCISCO DOWNTOWN, CA US",8/11/10,0,,59,52
"SAN FRANCISCO DOWNTOWN, CA US",8/12/10,0,,65,52
"SAN FRANCISCO DOWNTOWN, CA US",8/13/10,0,,63,52
"SAN FRANCISCO DOWNTOWN, CA US",8/14/10,0,,62,53
"SAN FRANCISCO DOWNTOWN, CA US",8/15/10,0,,62,54
"SAN FRANCISCO DOWNTOWN, CA US",8/16/10,0,,62,52
"SAN FRANCISCO DOWNTOWN, CA US",8/17/10,0.01,,66,53
"SAN FRANCISCO DOWNTOWN, CA US",8/18/10,0,,65,54
"SAN FRANCISCO DOWNTOWN, CA US",8/19/10,0,,65,53
"SAN FRANCISCO DOWNTOWN, CA US",8/20/10,0,,62,53
"SAN FRANCISCO DOWNTOWN, CA US",8/21/10,0,,61,53
"SAN FRANCISCO DOWNTOWN, CA US",8/22/10,0,,68,53
"SAN FRANCISCO DOWNTOWN, CA US",8/23/10,0,,88,58
"SAN FRANCISCO DOWNTOWN, CA US",8/24/10,0,,98,65
"SAN FRANCISCO DOWNTOWN, CA US",8/25/10,0,,74,58
"SAN FRANCISCO DOWNTOWN, CA US",8/26/10,0,,61,55
"SAN FRANCISCO DOWNTOWN, CA US",8/27/10,0,,62,53
"SAN FRANCISCO DOWNTOWN, CA US",8/28/10,0,,62,53
"SAN FRANCISCO DOWNTOWN, CA US",8/29/10,0,,64,53
"SAN FRANCISCO DOWNTOWN, CA US",8/30/10,0,,63,52
"SAN FRANCISCO DOWNTOWN, CA US",8/31/10,0,,72,54
"SAN FRANCISCO DOWNTOWN, CA US",9/1/10,0,0,84,56
"SAN FRANCISCO DOWNTOWN, CA US",9/2/10,0,0,83,56
"SAN FRANCISCO DOWNTOWN, CA US",9/3/10,0,0,66,54
"SAN FRANCISCO DOWNTOWN, CA US",9/4/10,0,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",9/5/10,0,0,70,53
"SAN FRANCISCO DOWNTOWN, CA US",9/6/10,0,0,84,55
"SAN FRANCISCO DOWNTOWN, CA US",9/7/10,0,0,61,54
"SAN FRANCISCO DOWNTOWN, CA US",9/8/10,0.02,0,62,54
"SAN FRANCISCO DOWNTOWN, CA US",9/9/10,0,0,67,53
"SAN FRANCISCO DOWNTOWN, CA US",9/10/10,0,0,73,54
"SAN FRANCISCO DOWNTOWN, CA US",9/11/10,0,0,75,52
"SAN FRANCISCO DOWNTOWN, CA US",9/12/10,0,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",9/13/10,0,0,61,53
"SAN FRANCISCO DOWNTOWN, CA US",9/14/10,0,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",9/15/10,0,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",9/16/10,0,0,65,55
"SAN FRANCISCO DOWNTOWN, CA US",9/17/10,0,0,65,58
"SAN FRANCISCO DOWNTOWN, CA US",9/18/10,0,0,70,60
"SAN FRANCISCO DOWNTOWN, CA US",9/19/10,0,0,69,58
"SAN FRANCISCO DOWNTOWN, CA US",9/20/10,0,0,68,56
"SAN FRANCISCO DOWNTOWN, CA US",9/21/10,0,0,63,56
"SAN FRANCISCO DOWNTOWN, CA US",9/22/10,0,0,62,55
"SAN FRANCISCO DOWNTOWN, CA US",9/23/10,0,0,74,53
"SAN FRANCISCO DOWNTOWN, CA US",9/24/10,0,0,81,57
"SAN FRANCISCO DOWNTOWN, CA US",9/25/10,0,0,91,61
"SAN FRANCISCO DOWNTOWN, CA US",9/26/10,0,0,80,53
"SAN FRANCISCO DOWNTOWN, CA US",9/27/10,0,0,93,57
"SAN FRANCISCO DOWNTOWN, CA US",9/28/10,0,0,92,62
"SAN FRANCISCO DOWNTOWN, CA US",9/29/10,0,0,71,55
"SAN FRANCISCO DOWNTOWN, CA US",9/30/10,0,0,62,53
"SAN FRANCISCO DOWNTOWN, CA US",10/1/10,0,,62,55
"SAN FRANCISCO DOWNTOWN, CA US",10/2/10,0,,65,54
"SAN FRANCISCO DOWNTOWN, CA US",10/3/10,0.01,,62,54
"SAN FRANCISCO DOWNTOWN, CA US",10/4/10,0,,63,54
"SAN FRANCISCO DOWNTOWN, CA US",10/5/10,0,,66,53
"SAN FRANCISCO DOWNTOWN, CA US",10/6/10,0,,69,55
"SAN FRANCISCO DOWNTOWN, CA US",10/7/10,0,,66,54
"SAN FRANCISCO DOWNTOWN, CA US",10/8/10,0,,72,54
"SAN FRANCISCO DOWNTOWN, CA US",10/9/10,0,,71,54
"SAN FRANCISCO DOWNTOWN, CA US",10/10/10,0,,72,55
"SAN FRANCISCO DOWNTOWN, CA US",10/11/10,0,,80,56
"SAN FRANCISCO DOWNTOWN, CA US",10/12/10,0,,89,64
"SAN FRANCISCO DOWNTOWN, CA US",10/13/10,0,,87,63
"SAN FRANCISCO DOWNTOWN, CA US",10/14/10,0,,85,59
"SAN FRANCISCO DOWNTOWN, CA US",10/15/10,0,,65,55
"SAN FRANCISCO DOWNTOWN, CA US",10/16/10,0,,58,52
"SAN FRANCISCO DOWNTOWN, CA US",10/17/10,0.11,,54,52
"SAN FRANCISCO DOWNTOWN, CA US",10/18/10,0,,60,51
"SAN FRANCISCO DOWNTOWN, CA US",10/19/10,0,,68,50
"SAN FRANCISCO DOWNTOWN, CA US",10/20/10,0,,61,50
"SAN FRANCISCO DOWNTOWN, CA US",10/21/10,0,,65,57
"SAN FRANCISCO DOWNTOWN, CA US",10/22/10,0.1,,60,52
"SAN FRANCISCO DOWNTOWN, CA US",10/23/10,0.44,,63,52
"SAN FRANCISCO DOWNTOWN, CA US",10/24/10,0.6,,64,56
"SAN FRANCISCO DOWNTOWN, CA US",10/25/10,0,,61,54
"SAN FRANCISCO DOWNTOWN, CA US",10/26/10,0,,64,52
"SAN FRANCISCO DOWNTOWN, CA US",10/27/10,0,,63,50
"SAN FRANCISCO DOWNTOWN, CA US",10/28/10,0,,71,55
"SAN FRANCISCO DOWNTOWN, CA US",10/29/10,0.47,,62,54
"SAN FRANCISCO DOWNTOWN, CA US",10/30/10,0.08,,61,52
"SAN FRANCISCO DOWNTOWN, CA US",10/31/10,0,,67,53
"SAN FRANCISCO DOWNTOWN, CA US",11/1/10,0,0,70,54
"SAN FRANCISCO DOWNTOWN, CA US",11/2/10,0,0,75,54
"SAN FRANCISCO DOWNTOWN, CA US",11/3/10,0,0,78,60
"SAN FRANCISCO DOWNTOWN, CA US",11/4/10,0,0,78,61
"SAN FRANCISCO DOWNTOWN, CA US",11/5/10,0,0,65,54
"SAN FRANCISCO DOWNTOWN, CA US",11/6/10,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",11/7/10,1.18,0,59,53
"SAN FRANCISCO DOWNTOWN, CA US",11/8/10,0,0,59,50
"SAN FRANCISCO DOWNTOWN, CA US",11/9/10,0.04,0,60,48
"SAN FRANCISCO DOWNTOWN, CA US",11/10/10,0.02,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",11/11/10,0,0,65,52
"SAN FRANCISCO DOWNTOWN, CA US",11/12/10,0,0,65,50
"SAN FRANCISCO DOWNTOWN, CA US",11/13/10,0,0,70,51
"SAN FRANCISCO DOWNTOWN, CA US",11/14/10,0,0,78,56
"SAN FRANCISCO DOWNTOWN, CA US",11/15/10,0,0,80,62
"SAN FRANCISCO DOWNTOWN, CA US",11/16/10,0,0,70,56
"SAN FRANCISCO DOWNTOWN, CA US",11/17/10,0,0,68,48
"SAN FRANCISCO DOWNTOWN, CA US",11/18/10,0,0,59,48
"SAN FRANCISCO DOWNTOWN, CA US",11/19/10,0.38,0,56,46
"SAN FRANCISCO DOWNTOWN, CA US",11/20/10,0.83,0,57,46
"SAN FRANCISCO DOWNTOWN, CA US",11/21/10,0.17,0,54,46
